Part Number,Bearing Number,Shaft Size,Base to Center Height,Bolt Spacing Min,Bolt Spacing Max,C0 - Static Load,C - Dynamic Load (Basic),CAD,Engineering Group,Bearing Number,Shaft Size,Shaft Size Type,Full Timken Part Number,Locking Style,Housing Construction,UPC Code,Dimension A,Dimension B,Dimension C,Dimension D Min,Dimension D Max,Dimension E,Dimension F,Dimension G,Dimension H,Dimension J (Bolt Size),Dimension L,Dimension RV,Dimension SV,C0 - Static Load,C - Dynamic Load (Basic),e - Geometry Factor,Y1 - Geometry Factor,Y2 - Geometry Factor,Oil Lubrication - M/N Seal,Oil Lubrication - T Seal,Oil Lubrication - B/C/O Seal,Grease Lubrication - M/N Seal,Grease Lubrication - T Seal,Grease Lubrication - B/C/O Seal,Float,Shaft Tolerance,Eng Internal Radial Clearance - Min,Eng Internal Radial Clearance - Max,Pre Install Clearance Min,Pre Install Clearance Max
QVPH28V415S,22228 ,4 15/16 in,6 in / 152.4 mm,16 in / 406.4 mm,17.13 in / 435.1 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,4 15/16 in,Imperial,QVPH28V415SB/QVPH28V415SC/QVPH28V415SEB/QVPH28V415SEC/QVPH28V415SEM/QVPH28V415SEN/QVPH28V415SEO/QVPH28V415SET/QVPH28V415SM/QVPH28V415SMNP/QVPH28V415SN/QVPH28V415SO/QVPH28V415ST/QVPH28V415STNG,Single V-Lock,Four-Bolt Pillow Block,0883450343701/0883450343718/0883450343725/0883450343732/0883450343749/0883450343756/0883450343763/0883450343770/0883450343787/0883450343794/0883450343800/0883450343817/0883450433761/0883450494298,6 in/152.4 mm,11.45 in/290.8 mm,7.48 in/190 mm,16 in/406.4 mm,17.13 in/435.1 mm,3.38 in/85.9 mm,19.7 in/500.4 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,6.02 in/152.9 mm,0.05 in/1.3 mm,5.82 in/147.8 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVPX28V415S,22228 ,4 15/16 in,6.13 in / 155.7 mm,15.25 in / 387.4 mm,16.75 in / 425.5 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,4 15/16 in,Imperial,QVPX28V415SB/QVPX28V415SC/QVPX28V415SEB/QVPX28V415SEC/QVPX28V415SEM/QVPX28V415SEN/QVPX28V415SEO/QVPX28V415SET/QVPX28V415SM/QVPX28V415SN/QVPX28V415SO/QVPX28V415ST,Single V-Lock,Four-Bolt Pillow Block,,6.13 in/155.7 mm,11.55 in/293.4 mm,7.48 in/190 mm,15.25 in/387.4 mm,16.75 in/425.5 mm,4-1/4 in/108 mm,20.25 in/514.4 mm,6.75 in/171.5 mm,2 in/50.8 mm,1.125 in/24 mm,6.89 in/175 mm,0.21 in/5.4 mm,5.82 in/147.8 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVPF28V500S,22228 ,5 in,5.5 in / 139.7 mm,13.75 in / 349.3 mm,15.88 in / 403.4 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,5 in,Imperial,QVPF28V500SB/QVPF28V500SC/QVPF28V500SEB/QVPF28V500SEC/QVPF28V500SEM/QVPF28V500SEN/QVPF28V500SEO/QVPF28V500SET/QVPF28V500SM/QVPF28V500SN/QVPF28V500SO/QVPF28V500ST,Single V-Lock,Four-Bolt Pillow Block,0883450088343/0883450088718/0883450099745/0883450100052/0883450108409/0883450108515/0883450115247/0883450115865/0883450130646/0883450130714/0883450139076/0883450139205,5.5 in/139.7 mm,11.01 in/279.7 mm,7.48 in/190 mm,13.75 in/349.3 mm,15.88 in/403.4 mm,2.75 in/69.9 mm,17.5 in/444.5 mm,5.04 in/128 mm,1.54 in/39.1 mm,0.875 in/24 mm,6.03 in/153.2 mm,0.05 in/1.3 mm,5.82 in/147.8 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVPG28V500S,22228 ,5 in,5.91 in / 150 mm,15.13 in / 384.3 mm,17.63 in / 447.8 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,5 in,Imperial,QVPG28V500SB/QVPG28V500SC/QVPG28V500SEB/QVPG28V500SEC/QVPG28V500SEM/QVPG28V500SEN/QVPG28V500SEO/QVPG28V500SET/QVPG28V500SM/QVPG28V500SN/QVPG28V500SO/QVPG28V500ST,Single V-Lock,Four-Bolt Pillow Block,0883450343343/0883450343350/0883450343367/0883450343374/0883450343381/0883450343398/0883450343404/0883450343411/0883450343428/0883450343435/0883450343442/0883450343459,5.91 in/150 mm,11.36 in/288.5 mm,7.48 in/190 mm,15.13 in/384.3 mm,17.63 in/447.8 mm,3.15 in/80 mm,19.7 in/500.4 mm,5.04 in/128 mm,1.94 in/49.3 mm,1 in/24 mm,6.02 in/152.9 mm,0.05 in/1.3 mm,5.82 in/147.8 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVPH28V500S,22228 ,5 in,6 in / 152.4 mm,16 in / 406.4 mm,17.13 in / 435.1 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,5 in,Imperial,QVPH28V500SB/QVPH28V500SC/QVPH28V500SEB/QVPH28V500SEC/QVPH28V500SEM/QVPH28V500SEN/QVPH28V500SEO/QVPH28V500SET/QVPH28V500SM/QVPH28V500SN/QVPH28V500SO/QVPH28V500ST,Single V-Lock,Four-Bolt Pillow Block,0883450343824/0883450343831/0883450343848/0883450343855/0883450343862/0883450343879/0883450343886/0883450343893/0883450343909/0883450343916/0883450343923/0883450343930,6 in/152.4 mm,11.45 in/290.8 mm,7.48 in/190 mm,16 in/406.4 mm,17.13 in/435.1 mm,3.38 in/85.9 mm,19.7 in/500.4 mm,5.04 in/128 mm,2.04 in/51.8 mm,1 in/24 mm,6.02 in/152.9 mm,0.05 in/1.3 mm,5.82 in/147.8 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVPX28V500S,22228 ,5 in,6.13 in / 155.7 mm,15.25 in / 387.4 mm,16.75 in / 425.5 mm,237000 lbf / 1060000 N,194000 lbf / 863000 N,,Mounted Bearing,22228,5 in,Imperial,QVPX28V500SB/QVPX28V500SC/QVPX28V500SEB/QVPX28V500SEC/QVPX28V500SEM/QVPX28V500SEN/QVPX28V500SEO/QVPX28V500SET/QVPX28V500SM/QVPX28V500SN/QVPX28V500SO/QVPX28V500ST,Single V-Lock,Four-Bolt Pillow Block,,6.13 in/155.7 mm,11.55 in/293.4 mm,7.48 in/190 mm,15.25 in/387.4 mm,16.75 in/425.5 mm,4-1/4 in/108 mm,20.25 in/514.4 mm,6.75 in/171.5 mm,2 in/50.8 mm,1.125 in/24 mm,6.89 in/175 mm,0.21 in/5.4 mm,5.82 in/147.8 mm,237000 lbf/1060000 N,194000 lbf/863000 N,0.25,2.67,3.98,650 rpm,1200 rpm,350 rpm,650 rpm,900 rpm,350 rpm,0.083 in/2.108 mm,0.0050 in/0.127 mm,0.0063,0.0079,0.0063 in/0.160 mm,0.0079 in/0.201 mm
QVPG11V050S,22211 ,50 mm,2.75 in / 69.9 mm,7.18 in / 182.4 mm,8.56 in / 217.4 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,Mounted Bearing,22211,50 mm,Metric,QVPG11V050SB/QVPG11V050SC/QVPG11V050SEB/QVPG11V050SEC/QVPG11V050SEM/QVPG11V050SEN/QVPG11V050SEO/QVPG11V050SET/QVPG11V050SM/QVPG11V050SN/QVPG11V050SO/QVPG11V050ST,Single V-Lock,Four-Bolt Pillow Block,0883450147101/0883450147347/0883450152389/0883450152532/0883450174619/0883450174848/0883450183598/0883450183741/0883450263603/0883450264716/0883450282345/0883450282499,2.75 in/69.9 mm,5.31 in/134.9 mm,2.99 in/75.9 mm,7.18 in/182.4 mm,8.56 in/217.4 mm,1.57 in/39.9 mm,9.88 in/251 mm,2.7 in/68.6 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.36 in/85.3 mm,0.02 in/0.5 mm,3.14 in/79.8 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.076 mm,0.0037 in/0.094 mm
QVPH11V050S,22211 ,50 mm,2.75 in / 69.9 mm,7.18 in / 182.4 mm,8.56 in / 217.4 mm,31900 lbf / 142000 N,31400 lbf / 140000 N,,Mounted Bearing,22211,50 mm,Metric,QVPH11V050SB/QVPH11V050SC/QVPH11V050SEB/QVPH11V050SEC/QVPH11V050SEM/QVPH11V050SEN/QVPH11V050SEO/QVPH11V050SET/QVPH11V050SM/QVPH11V050SN/QVPH11V050SO/QVPH11V050ST,Single V-Lock,Four-Bolt Pillow Block,0883450148092/0883450148337/0883450152983/0883450153133/0883450175296/0883450175449/0883450185110/0883450185349/0883450277488/0883450278331/0883450282949/0883450283090,2.75 in/69.9 mm,5.31 in/134.9 mm,2.99 in/75.9 mm,7.18 in/182.4 mm,8.56 in/217.4 mm,1.57 in/39.9 mm,9.88 in/251 mm,2.7 in/68.6 mm,1.25 in/31.8 mm,0.625 in/16 mm,3.36 in/85.3 mm,0.02 in/0.5 mm,3.14 in/79.8 mm,31900 lbf/142000 N,31400 lbf/140000 N,0.23,2.95,4.40,2200 rpm,3800 rpm,1800 rpm,2200 rpm,3200 rpm,1600 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.076 mm,0.0037 in/0.094 mm
QVPH13V055S,22213 ,55 mm,3 in / 76.2 mm,7.18 in / 182.4 mm,8.56 in / 217.4 mm,48600 lbf / 216000 N,46400 lbf / 206000 N,,Mounted Bearing,22213,55 mm,Metric,QVPH13V055SB/QVPH13V055SC/QVPH13V055SEB/QVPH13V055SEC/QVPH13V055SEM/QVPH13V055SEN/QVPH13V055SEO/QVPH13V055SET/QVPH13V055SM/QVPH13V055SN/QVPH13V055SO/QVPH13V055ST,Single V-Lock,Four-Bolt Pillow Block,0883450148160/0883450148429/0883450153034/0883450153188/0883450175340/0883450175814/0883450185240/0883450185394/0883450277532/0883450278423/0883450282994/0883450283144,3 in/76.2 mm,5.95 in/151.1 mm,3.16 in/80.3 mm,7.18 in/182.4 mm,8.56 in/217.4 mm,2 in/50.8 mm,10.31 in/261.9 mm,3.25 in/82.6 mm,1.23 in/31.2 mm,0.5 in/12 mm,3.64 in/92.5 mm,0.09 in/2.3 mm,3.36 in/85.3 mm,48600 lbf/216000 N,46400 lbf/206000 N,0.24,2.79,4.15,1800 rpm,3200 rpm,1500 rpm,1800 rpm,2800 rpm,1500 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.076 mm,0.0037 in/0.094 mm
QVPG12V055S,22212 ,55 mm,2.76 in / 70 mm,7 in / 177.8 mm,8.63 in / 219.2 mm,39000 lbf / 174000 N,38100 lbf / 169000 N,,Mounted Bearing,22212,55 mm,Metric,QVPG12V055SB/QVPG12V055SC/QVPG12V055SEB/QVPG12V055SEC/QVPG12V055SEM/QVPG12V055SEN/QVPG12V055SEO/QVPG12V055SET/QVPG12V055SM/QVPG12V055SN/QVPG12V055SO/QVPG12V055ST,Single V-Lock,Four-Bolt Pillow Block,883450420747/883450420754/883450420761/883450420778/883450420785/883450420792/883450420808/883450420815/883450420822/883450420839/883450420846/883450420853,2.76 in/70 mm,5.53 in/140.5 mm,3.15 in/80 mm,7 in/177.8 mm,8.63 in/219.2 mm,1.38 in/35.1 mm,10 in/254 mm,2.75 in/69.9 mm,1.25 in/31.8 mm,0.5 in/12 mm,3.39 in/86.1 mm,0.02 in/0.5 mm,3.18 in/80.8 mm,39000 lbf/174000 N,38100 lbf/169000 N,0.24,2.84,4.23,2000 rpm,3500 rpm,1650 rpm,2000 rpm,3000 rpm,1550 rpm,0.050 in/1.270 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.094 mm
QVPH15V060S,22215 ,60 mm,3.25 in / 82.6 mm,7.94 in / 201.7 mm,9.69 in / 246.1 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,60 mm,Metric,QVPH15V060SB/QVPH15V060SC/QVPH15V060SEB/QVPH15V060SEC/QVPH15V060SEM/QVPH15V060SEN/QVPH15V060SEO/QVPH15V060SET/QVPH15V060SM/QVPH15V060SN/QVPH15V060SO/QVPH15V060ST,Single V-Lock,Four-Bolt Pillow Block,0883450052085/0883450052108/0883450206624/0883450206778/0883450219051/0883450219204/0883450231473/0883450231626/0883450240215/0883450240369/0883450245173/0883450245326,3.25 in/82.6 mm,6.38 in/162.1 mm,3.7 in/94 mm,7.94 in/201.7 mm,9.69 in/246.1 mm,1.88 in/47.8 mm,10.88 in/276.4 mm,3.13 in/79.5 mm,1.29 in/32.8 mm,0.5 in/12 mm,3.61 in/91.7 mm,0.11 in/2.8 mm,3.25 in/82.6 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVPR14V060S,22214 ,60 mm,2.75 in / 69.9 mm,7.13 in / 181.1 mm,8.75 in / 222.3 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,60 mm,Metric,QVPR14V060SB/QVPR14V060SC/QVPR14V060SEB/QVPR14V060SEC/QVPR14V060SEM/QVPR14V060SEN/QVPR14V060SEO/QVPR14V060SET/QVPR14V060SM/QVPR14V060SN/QVPR14V060SO/QVPR14V060ST,Single V-Lock,Four-Bolt Pillow Block,0883450059213/0883450059244/0883450113892/0883450113939/0883450175463/0883450204330/0883450204651/0883450216753/0883450217071/0883450229173/0883450229494/0883450296991,2.75 in/69.9 mm,5.8 in/147.3 mm,3.7 in/94 mm,7.13 in/181.1 mm,8.75 in/222.3 mm,1.88 in/47.8 mm,10.25 in/260.4 mm,3.25 in/82.6 mm,0.98 in/24.9 mm,0.625 in/16 mm,3.67 in/93.2 mm,0.2 in/5.1 mm,3.19 in/81 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,,,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVPK15V060S,22215 ,60 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,60 mm,Metric,QVPK15V060SB/QVPK15V060SC/QVPK15V060SEB/QVPK15V060SEC/QVPK15V060SEM/QVPK15V060SEN/QVPK15V060SEO/QVPK15V060SET/QVPK15V060SM/QVPK15V060SN/QVPK15V060SO/QVPK15V060ST,Single V-Lock,Four-Bolt Pillow Block,0883450054027/0883450054072/0883450207003/0883450207157/0883450219433/0883450219587/0883450231855/0883450232005/0883450240598/0883450240741/0883450245555/0883450245708,3.5 in/88.9 mm,6.83 in/173.5 mm,3.7 in/94 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,2.75 in/69.9 mm,13 in/330.2 mm,4.25 in/108 mm,1.54 in/39.1 mm,0.75 in/20 mm,4.17 in/105.9 mm,0.11 in/2.8 mm,3.25 in/82.6 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVPX14V060S,22214 ,60 mm,3 in / 76.2 mm,6.94 in / 176.3 mm,9.56 in / 242.8 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,60 mm,Metric,QVPX14V060SB/QVPX14V060SC/QVPX14V060SEB/QVPX14V060SEC/QVPX14V060SEM/QVPX14V060SEN/QVPX14V060SEO/QVPX14V060SET/QVPX14V060SM/QVPX14V060SN/QVPX14V060SO/QVPX14V060ST,Single V-Lock,Four-Bolt Pillow Block,,3 in/76.2 mm,6.05 in/153.7 mm,3.7 in/94 mm,6.94 in/176.3 mm,9.56 in/242.8 mm,2.63 in/66.8 mm,11.25 in/285.8 mm,3.88 in/98.6 mm,1.22 in/31 mm,0.625 in/16 mm,3.99 in/101.3 mm,0.23 in/5.8 mm,3.19 in/81 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,,,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVPF14V060S,22214 ,60 mm,2.75 in / 69.9 mm,6.88 in / 174.8 mm,7.63 in / 193.8 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,60 mm,Metric,QVPF14V060SB/QVPF14V060SC/QVPF14V060SEB/QVPF14V060SEC/QVPF14V060SEM/QVPF14V060SEN/QVPF14V060SEO/QVPF14V060SET/QVPF14V060SM/QVPF14V060SN/QVPF14V060SO/QVPF14V060ST,Single V-Lock,Four-Bolt Pillow Block,883450049399/883450049405/883450111614/883450111652/883450173568/883450203579/883450203951/883450215992/883450216371/883450228411/883450228794/883450296595,2.75 in/69.9 mm,5.8 in/147.3 mm,3.7 in/94 mm,6.88 in/174.8 mm,7.63 in/193.8 mm,1.75 in/44.5 mm,9.25 in/235 mm,3 in/76.2 mm,0.98 in/24.9 mm,0.625 in/16 mm,3.55 in/90.2 mm,0.35 in/8.9 mm,3.14 in/79.8 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0037,0.0047,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVPG14V060S,22214 ,60 mm,3.15 in / 80 mm,7.18 in / 182.4 mm,8.56 in / 217.4 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,60 mm,Metric,QVPG14V060SB/QVPG14V060SC/QVPG14V060SEB/QVPG14V060SEC/QVPG14V060SEM/QVPG14V060SEN/QVPG14V060SEO/QVPG14V060SET/QVPG14V060SM/QVPG14V060SN/QVPG14V060SO/QVPG14V060ST,Single V-Lock,Four-Bolt Pillow Block,883450420860/883450420877/883450420884/883450420891/883450420907/883450420914/883450420921/883450420938/883450420945/883450420952/883450420969/883450420976,3.15 in/80 mm,6.1 in/154.9 mm,3.7 in/94 mm,7.18 in/182.4 mm,8.56 in/217.4 mm,1.89 in/48 mm,10.31 in/261.9 mm,3.25 in/82.6 mm,1.38 in/35.1 mm,0.625 in/16 mm,3.67 in/93.2 mm,0.41 in/10.41 mm,3.14 in/79.8 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0037,0.0047,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVPG15V065S,22215 ,65 mm,3.15 in / 80 mm,7.94 in / 201.7 mm,9.69 in / 246.1 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,65 mm,Metric,QVPG15V065SB/QVPG15V065SC/QVPG15V065SEB/QVPG15V065SEC/QVPG15V065SEM/QVPG15V065SEN/QVPG15V065SEO/QVPG15V065SET/QVPG15V065SM/QVPG15V065SN/QVPG15V065SO/QVPG15V065ST,Single V-Lock,Four-Bolt Pillow Block,0883450050722/0883450206358/0883450206501/0883450218788/0883450218931/0883450231206/0883450231350/0883450239943/0883450240093/0883450244909/0883450245050/0883450296830,3.15 in/80 mm,6.38 in/162.1 mm,3.7 in/94 mm,7.94 in/201.7 mm,9.69 in/246.1 mm,1.56 in/39.6 mm,10.88 in/276.4 mm,3.13 in/79.5 mm,1.19 in/30.2 mm,0.625 in/16 mm,3.61 in/91.7 mm,0.2 in/5.1 mm,3.25 in/82.6 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVPH15V065S,22215 ,65 mm,3.25 in / 82.6 mm,7.94 in / 201.7 mm,9.69 in / 246.1 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,65 mm,Metric,QVPH15V065SB/QVPH15V065SC/QVPH15V065SEB/QVPH15V065SEC/QVPH15V065SEM/QVPH15V065SEN/QVPH15V065SEO/QVPH15V065SET/QVPH15V065SM/QVPH15V065SN/QVPH15V065SO/QVPH15V065ST,Single V-Lock,Four-Bolt Pillow Block,0883450052368/0883450052511/0883450206655/0883450206808/0883450219082/0883450219235/0883450231503/0883450231657/0883450240246/0883450240390/0883450245203/0883450245357,3.25 in/82.6 mm,6.38 in/162.1 mm,3.7 in/94 mm,7.94 in/201.7 mm,9.69 in/246.1 mm,1.88 in/47.8 mm,10.88 in/276.4 mm,3.13 in/79.5 mm,1.29 in/32.8 mm,0.5 in/12 mm,3.61 in/91.7 mm,0.11 in/2.8 mm,3.25 in/82.6 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVPR14V065S,22214 ,65 mm,2.75 in / 69.9 mm,7.13 in / 181.1 mm,8.75 in / 222.3 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,65 mm,Metric,QVPR14V065SB/QVPR14V065SC/QVPR14V065SEB/QVPR14V065SEC/QVPR14V065SEM/QVPR14V065SEN/QVPR14V065SEO/QVPR14V065SET/QVPR14V065SM/QVPR14V065SN/QVPR14V065SO/QVPR14V065ST,Single V-Lock,Four-Bolt Pillow Block,0883450059312/0883450059343/0883450113953/0883450113991/0883450175494/0883450204361/0883450204682/0883450216784/0883450217101/0883450229203/0883450229524/0883450297004,2.75 in/69.9 mm,5.8 in/147.3 mm,3.7 in/94 mm,7.13 in/181.1 mm,8.75 in/222.3 mm,1.88 in/47.8 mm,10.25 in/260.4 mm,3.25 in/82.6 mm,0.98 in/24.9 mm,0.625 in/16 mm,3.67 in/93.2 mm,0.2 in/5.1 mm,3.19 in/81 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,,,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVPK15V065S,22215 ,65 mm,3.5 in / 88.9 mm,9.06 in / 230.1 mm,10.44 in / 265.2 mm,54100 lbf / 240000 N,49900 lbf / 222000 N,,Mounted Bearing,22215,65 mm,Metric,QVPK15V065SB/QVPK15V065SC/QVPK15V065SEB/QVPK15V065SEC/QVPK15V065SEM/QVPK15V065SEN/QVPK15V065SEO/QVPK15V065SET/QVPK15V065SM/QVPK15V065SN/QVPK15V065SO/QVPK15V065ST,Single V-Lock,Four-Bolt Pillow Block,0883450054201/0883450054218/0883450207034/0883450207188/0883450219464/0883450219617/0883450231886/0883450232036/0883450240628/0883450240772/0883450245586/0883450245739,3.5 in/88.9 mm,6.83 in/173.5 mm,3.7 in/94 mm,9.06 in/230.1 mm,10.44 in/265.2 mm,2.75 in/69.9 mm,13 in/330.2 mm,4.25 in/108 mm,1.54 in/39.1 mm,0.75 in/20 mm,4.17 in/105.9 mm,0.11 in/2.8 mm,3.25 in/82.6 mm,54100 lbf/240000 N,49900 lbf/222000 N,0.22,3.14,4.67,1600 rpm,2900 rpm,1300 rpm,1600 rpm,2400 rpm,1300 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,0.0030,0.0037,0.0030 in/0.075 mm,0.0037 in/0.095 mm
QVPX14V065S,22214 ,65 mm,3 in / 76.2 mm,6.94 in / 176.3 mm,9.56 in / 242.8 mm,52000 lbf / 231000 N,47800 lbf / 213000 N,,Mounted Bearing,22214,65 mm,Metric,QVPX14V065SB/QVPX14V065SC/QVPX14V065SEB/QVPX14V065SEC/QVPX14V065SEM/QVPX14V065SEN/QVPX14V065SEO/QVPX14V065SET/QVPX14V065SM/QVPX14V065SN/QVPX14V065SO/QVPX14V065ST,Single V-Lock,Four-Bolt Pillow Block,,3 in/76.2 mm,6.05 in/153.7 mm,3.7 in/94 mm,6.94 in/176.3 mm,9.56 in/242.8 mm,2.63 in/66.8 mm,11.25 in/285.8 mm,3.88 in/98.6 mm,1.22 in/31 mm,0.625 in/16 mm,3.99 in/101.3 mm,0.23 in/5.8 mm,3.19 in/81 mm,52000 lbf/231000 N,47800 lbf/213000 N,0.23,2.90,4.32,1700 rpm,3050 rpm,1400 rpm,1700 rpm,2600 rpm,1400 rpm,0.083 in/2.108 mm,0.0015 in/0.038 mm,,,0.0030 in/0.075 mm,0.0037 in/0.095 mm
